DATE;TIME;OPEN;HIGH;LOW;CLOSE;VOLUME
20161017;1730;65230.0000000;65250.0000000;65230.0000000;65250.0000000;10
20161017;1745;65285.0000000;65298.0000000;65247.0000000;65298.0000000;161
20161017;1750;65300.0000000;65300.0000000;65289.0000000;65289.0000000;39
20161017;1800;65300.0000000;65310.0000000;65300.0000000;65304.0000000;6
20161017;1805;65300.0000000;65300.0000000;65300.0000000;65300.0000000;1
20161017;1810;65288.0000000;65288.0000000;65286.0000000;65288.0000000;35
20161017;1815;65288.0000000;65288.0000000;65286.0000000;65286.0000000;20
20161017;1825;65288.0000000;65288.0000000;65288.0000000;65288.0000000;20
20161017;1830;65298.0000000;65298.0000000;65298.0000000;65298.0000000;10
20161017;1835;65331.0000000;65332.0000000;65328.0000000;65330.0000000;63
20161017;1840;65321.0000000;65336.0000000;65315.0000000;65336.0000000;16
20161017;1900;65346.0000000;65348.0000000;65346.0000000;65348.0000000;4
20161017;1910;65332.0000000;65332.0000000;65331.0000000;65331.0000000;20
20161017;1915;65307.0000000;65307.0000000;65306.0000000;65306.0000000;6
20161017;1930;65307.0000000;65307.0000000;65307.0000000;65307.0000000;30
20161017;1940;65290.0000000;65290.0000000;65285.0000000;65285.0000000;10
20161017;1945;65294.0000000;65294.0000000;65294.0000000;65294.0000000;10
20161017;1955;65289.0000000;65289.0000000;65289.0000000;65289.0000000;9
20161017;2000;65283.0000000;65283.0000000;65270.0000000;65283.0000000;61
20161017;2010;65300.0000000;65319.0000000;65300.0000000;65319.0000000;31
20161017;2035;65342.0000000;65344.0000000;65342.0000000;65344.0000000;33
20161017;2100;65324.0000000;65324.0000000;65324.0000000;65324.0000000;30
20161017;2110;65312.0000000;65312.0000000;65284.0000000;65310.0000000;244
20161017;2115;65295.0000000;65306.0000000;65295.0000000;65306.0000000;17
20161017;2120;65316.0000000;65316.0000000;65316.0000000;65316.0000000;1
20161017;2135;65320.0000000;65320.0000000;65319.0000000;65320.0000000;25
20161017;2140;65326.0000000;65326.0000000;65326.0000000;65326.0000000;1
20161017;2145;65334.0000000;65334.0000000;65334.0000000;65334.0000000;1
20161017;2205;65310.0000000;65310.0000000;65310.0000000;65310.0000000;15
20161017;2210;65314.0000000;65336.0000000;65314.0000000;65336.0000000;16
20161017;2225;65350.0000000;65350.0000000;65350.0000000;65350.0000000;1
20161017;2230;65349.0000000;65349.0000000;65349.0000000;65349.0000000;10
20161017;2235;65360.0000000;65374.0000000;65360.0000000;65374.0000000;5
20161017;2240;65376.0000000;65376.0000000;65376.0000000;65376.0000000;1
20161017;2250;65358.0000000;65358.0000000;65356.0000000;65356.0000000;6
20161017;2255;65360.0000000;65360.0000000;65360.0000000;65360.0000000;1
20161017;2300;65362.0000000;65362.0000000;65362.0000000;65362.0000000;1
20161017;2305;65347.0000000;65347.0000000;65310.0000000;65310.0000000;12
20161017;2315;65310.0000000;65310.0000000;65306.0000000;65306.0000000;19
20161017;2320;65330.0000000;65330.0000000;65316.0000000;65316.0000000;11
20161017;2340;65336.0000000;65336.0000000;65335.0000000;65335.0000000;12
20161018;1000;65301.0000000;65301.0000000;65099.0000000;65128.0000000;102
20161018;1005;65100.0000000;65104.0000000;65073.0000000;65093.0000000;140
20161018;1025;65050.0000000;65057.0000000;65050.0000000;65050.0000000;77
20161018;1030;65065.0000000;65081.0000000;65065.0000000;65081.0000000;4
20161018;1040;65099.0000000;65099.0000000;65099.0000000;65099.0000000;2
20161018;1045;65115.0000000;65131.0000000;65115.0000000;65131.0000000;78
20161018;1050;65132.0000000;65166.0000000;65130.0000000;65166.0000000;19
20161018;1055;65150.0000000;65150.0000000;65150.0000000;65150.0000000;37
20161018;1100;65133.0000000;65133.0000000;65070.0000000;65096.0000000;73
20161018;1105;65078.0000000;65094.0000000;65078.0000000;65094.0000000;34
20161018;1110;65130.0000000;65130.0000000;65130.0000000;65130.0000000;1
20161018;1115;65122.0000000;65122.0000000;65097.0000000;65097.0000000;21
20161018;1120;65122.0000000;65122.0000000;65122.0000000;65122.0000000;2
20161018;1125;65130.0000000;65130.0000000;65130.0000000;65130.0000000;1
20161018;1130;65109.0000000;65109.0000000;65082.0000000;65082.0000000;596
20161018;1135;65054.0000000;65054.0000000;65026.0000000;65038.0000000;432
20161018;1140;65032.0000000;65051.0000000;65032.0000000;65047.0000000;37
20161018;1145;65048.0000000;65058.0000000;65030.0000000;65058.0000000;19
20161018;1150;65071.0000000;65071.0000000;65071.0000000;65071.0000000;1
20161018;1155;65053.0000000;65053.0000000;65044.0000000;65044.0000000;125
20161018;1200;65066.0000000;65075.0000000;65066.0000000;65075.0000000;20
20161018;1205;65102.0000000;65102.0000000;65100.0000000;65100.0000000;38
20161018;1210;65075.0000000;65075.0000000;65060.0000000;65060.0000000;59
20161018;1215;65071.0000000;65071.0000000;65053.0000000;65053.0000000;130
20161018;1220;65036.0000000;65045.0000000;65036.0000000;65039.0000000;63
20161018;1230;65071.0000000;65071.0000000;65071.0000000;65071.0000000;2
20161018;1235;65114.0000000;65114.0000000;65100.0000000;65100.0000000;2
20161018;1245;65115.0000000;65115.0000000;65115.0000000;65115.0000000;1
20161018;1250;65075.0000000;65075.0000000;65075.0000000;65075.0000000;1
20161018;1255;65053.0000000;65053.0000000;65053.0000000;65053.0000000;53
20161018;1300;65045.0000000;65045.0000000;65045.0000000;65045.0000000;22
20161018;1320;65090.0000000;65090.0000000;65090.0000000;65090.0000000;1
20161018;1325;65064.0000000;65064.0000000;65064.0000000;65064.0000000;20
20161018;1330;65058.0000000;65058.0000000;65058.0000000;65058.0000000;1
20161018;1345;65058.0000000;65081.0000000;65058.0000000;65081.0000000;400
20161018;1355;65068.0000000;65068.0000000;65068.0000000;65068.0000000;1
20161018;1405;65094.0000000;65100.0000000;65094.0000000;65100.0000000;17
20161018;1410;65064.0000000;65064.0000000;65043.0000000;65055.0000000;111
20161018;1415;65043.0000000;65043.0000000;65037.0000000;65037.0000000;113
20161018;1420;65059.0000000;65059.0000000;65039.0000000;65046.0000000;364
20161018;1425;65022.0000000;65022.0000000;65022.0000000;65022.0000000;2
20161018;1430;65079.0000000;65089.0000000;65079.0000000;65089.0000000;5
20161018;1435;65100.0000000;65100.0000000;65078.0000000;65078.0000000;399
20161018;1440;65078.0000000;65078.0000000;65070.0000000;65070.0000000;134
20161018;1445;65075.0000000;65075.0000000;65075.0000000;65075.0000000;5
20161018;1450;65096.0000000;65116.0000000;65096.0000000;65116.0000000;11
20161018;1455;65140.0000000;65148.0000000;65129.0000000;65148.0000000;6
20161018;1500;65164.0000000;65165.0000000;65164.0000000;65165.0000000;6
20161018;1515;65135.0000000;65147.0000000;65135.0000000;65139.0000000;120
20161018;1520;65152.0000000;65152.0000000;65129.0000000;65129.0000000;166
20161018;1525;65153.0000000;65167.0000000;65153.0000000;65166.0000000;34
20161018;1530;65133.0000000;65133.0000000;65103.0000000;65103.0000000;208
20161018;1535;65074.0000000;65097.0000000;65074.0000000;65091.0000000;313
20161018;1540;65086.0000000;65086.0000000;65086.0000000;65086.0000000;6
20161018;1615;65200.0000000;65200.0000000;65200.0000000;65200.0000000;4
20161018;1620;65164.0000000;65166.0000000;65112.0000000;65123.0000000;1712
20161018;1625;65152.0000000;65152.0000000;65090.0000000;65090.0000000;30
20161018;1635;65175.0000000;65175.0000000;65175.0000000;65175.0000000;2
20161018;1645;65168.0000000;65168.0000000;65165.0000000;65165.0000000;11
20161018;1650;65200.0000000;65215.0000000;65195.0000000;65205.0000000;101
20161018;1655;65218.0000000;65220.0000000;65211.0000000;65211.0000000;56
20161018;1700;65230.0000000;65246.0000000;65195.0000000;65195.0000000;477
20161018;1705;65191.0000000;65191.0000000;65191.0000000;65191.0000000;2
20161018;1710;65205.0000000;65206.0000000;65180.0000000;65184.0000000;1079
20161018;1715;65195.0000000;65195.0000000;65179.0000000;65192.0000000;284
20161018;1720;65190.0000000;65228.0000000;65189.0000000;65228.0000000;91
20161018;1725;65192.0000000;65204.0000000;65190.0000000;65200.0000000;617
20161018;1730;65190.0000000;65190.0000000;65188.0000000;65188.0000000;45
20161018;1735;65165.0000000;65172.0000000;65160.0000000;65172.0000000;12
20161018;1740;65170.0000000;65170.0000000;65170.0000000;65170.0000000;19
20161018;1745;65142.0000000;65160.0000000;65142.0000000;65160.0000000;3
20161018;1805;65175.0000000;65175.0000000;65173.0000000;65173.0000000;30
20161018;1810;65168.0000000;65168.0000000;65168.0000000;65168.0000000;1
20161018;1830;65158.0000000;65163.0000000;65148.0000000;65148.0000000;175
20161018;1835;65124.0000000;65124.0000000;65124.0000000;65124.0000000;10
20161018;1840;65126.0000000;65130.0000000;65086.0000000;65105.0000000;49
20161018;1900;65080.0000000;65080.0000000;65080.0000000;65080.0000000;1
20161018;1905;65102.0000000;65102.0000000;65102.0000000;65102.0000000;2
20161018;1920;65101.0000000;65102.0000000;65101.0000000;65102.0000000;15
20161018;1945;65150.0000000;65150.0000000;65150.0000000;65150.0000000;4
20161018;1955;65176.0000000;65176.0000000;65176.0000000;65176.0000000;5
20161018;2005;65145.0000000;65145.0000000;65145.0000000;65145.0000000;1
20161018;2025;65128.0000000;65128.0000000;65128.0000000;65128.0000000;1
20161018;2050;65138.0000000;65138.0000000;65138.0000000;65138.0000000;1
20161018;2055;65139.0000000;65139.0000000;65139.0000000;65139.0000000;1
20161018;2100;65160.0000000;65171.0000000;65144.0000000;65144.0000000;53
20161018;2125;65118.0000000;65118.0000000;65118.0000000;65118.0000000;10
20161018;2140;65120.0000000;65120.0000000;65120.0000000;65120.0000000;3
20161018;2205;65119.0000000;65119.0000000;65119.0000000;65119.0000000;10
20161018;2240;65150.0000000;65150.0000000;65150.0000000;65150.0000000;1
20161018;2300;65143.0000000;65152.0000000;65143.0000000;65152.0000000;27
20161018;2305;65156.0000000;65156.0000000;65156.0000000;65156.0000000;4
20161018;2325;65134.0000000;65138.0000000;65127.0000000;65138.0000000;80
20161018;2330;65118.0000000;65118.0000000;65063.0000000;65063.0000000;12
20161018;2335;65050.0000000;65050.0000000;65022.0000000;65028.0000000;8
20161018;2345;65018.0000000;65018.0000000;65004.0000000;65004.0000000;24
20161019;1000;65000.0000000;65000.0000000;64826.0000000;64826.0000000;136
20161019;1005;64806.0000000;64840.0000000;64806.0000000;64823.0000000;52
20161019;1010;64846.0000000;64846.0000000;64820.0000000;64820.0000000;32
20161019;1015;64806.0000000;64806.0000000;64700.0000000;64700.0000000;292
20161019;1020;64733.0000000;64740.0000000;64729.0000000;64739.0000000;63
20161019;1025;64722.0000000;64722.0000000;64722.0000000;64722.0000000;1
20161019;1030;64714.0000000;64716.0000000;64714.0000000;64716.0000000;3
20161019;1035;64700.0000000;64700.0000000;64700.0000000;64700.0000000;10
20161019;1040;64706.0000000;64707.0000000;64706.0000000;64707.0000000;2
20161019;1045;64726.0000000;64734.0000000;64726.0000000;64734.0000000;4
20161019;1050;64729.0000000;64730.0000000;64729.0000000;64730.0000000;15
20161019;1055;64740.0000000;64740.0000000;64740.0000000;64740.0000000;2
20161019;1105;64720.0000000;64720.0000000;64720.0000000;64720.0000000;5
20161019;1125;64704.0000000;64704.0000000;64628.0000000;64652.0000000;42
20161019;1130;64658.0000000;64666.0000000;64612.0000000;64612.0000000;68
20161019;1135;64630.0000000;64630.0000000;64606.0000000;64628.0000000;16
20161019;1140;64610.0000000;64610.0000000;64572.0000000;64572.0000000;68
20161019;1145;64574.0000000;64606.0000000;64551.0000000;64595.0000000;4
20161019;1150;64596.0000000;64635.0000000;64596.0000000;64635.0000000;56
20161019;1155;64600.0000000;64618.0000000;64600.0000000;64618.0000000;4
20161019;1205;64640.0000000;64640.0000000;64632.0000000;64632.0000000;20
20161019;1210;64600.0000000;64600.0000000;64600.0000000;64600.0000000;10
20161019;1220;64597.0000000;64597.0000000;64591.0000000;64591.0000000;20
20161019;1230;64584.0000000;64584.0000000;64584.0000000;64584.0000000;1
20161019;1235;64615.0000000;64615.0000000;64615.0000000;64615.0000000;50
20161019;1240;64670.0000000;64670.0000000;64670.0000000;64670.0000000;1
20161019;1245;64674.0000000;64674.0000000;64674.0000000;64674.0000000;3
20161019;1255;64660.0000000;64660.0000000;64660.0000000;64660.0000000;2
20161019;1300;64670.0000000;64671.0000000;64665.0000000;64665.0000000;21
20161019;1305;64670.0000000;64670.0000000;64670.0000000;64670.0000000;25
20161019;1320;64661.0000000;64661.0000000;64660.0000000;64660.0000000;5
20161019;1325;64650.0000000;64650.0000000;64650.0000000;64650.0000000;6
20161019;1330;64679.0000000;64694.0000000;64679.0000000;64694.0000000;4
20161019;1340;64685.0000000;64685.0000000;64664.0000000;64664.0000000;2
20161019;1345;64665.0000000;64665.0000000;64629.0000000;64629.0000000;8
20161019;1350;64647.0000000;64647.0000000;64647.0000000;64647.0000000;5
20161019;1355;64673.0000000;64673.0000000;64673.0000000;64673.0000000;1
20161019;1415;64670.0000000;64670.0000000;64670.0000000;64670.0000000;1
20161019;1420;64675.0000000;64708.0000000;64675.0000000;64708.0000000;189
20161019;1435;64702.0000000;64702.0000000;64702.0000000;64702.0000000;1
20161019;1440;64673.0000000;64675.0000000;64670.0000000;64675.0000000;42
20161019;1445;64670.0000000;64670.0000000;64670.0000000;64670.0000000;2
20161019;1450;64650.0000000;64650.0000000;64650.0000000;64650.0000000;5
20161019;1500;64640.0000000;64640.0000000;64640.0000000;64640.0000000;5
20161019;1505;64670.0000000;64675.0000000;64670.0000000;64675.0000000;44
20161019;1510;64679.0000000;64679.0000000;64679.0000000;64679.0000000;5
20161019;1515;64685.0000000;64685.0000000;64673.0000000;64673.0000000;6
20161019;1520;64684.0000000;64684.0000000;64684.0000000;64684.0000000;7
20161019;1525;64692.0000000;64692.0000000;64692.0000000;64692.0000000;39
20161019;1530;64690.0000000;64701.0000000;64690.0000000;64690.0000000;130
20161019;1620;64680.0000000;64680.0000000;64679.0000000;64679.0000000;41
20161019;1635;64700.0000000;64700.0000000;64700.0000000;64700.0000000;3
20161019;1640;64678.0000000;64678.0000000;64678.0000000;64678.0000000;5
20161019;1645;64678.0000000;64700.0000000;64670.0000000;64670.0000000;34
20161019;1650;64620.0000000;64620.0000000;64615.0000000;64615.0000000;20
20161019;1655;64646.0000000;64646.0000000;64646.0000000;64646.0000000;2
20161019;1705;64659.0000000;64670.0000000;64659.0000000;64660.0000000;50
20161019;1710;64616.0000000;64616.0000000;64611.0000000;64611.0000000;55
20161019;1715;64650.0000000;64658.0000000;64635.0000000;64635.0000000;14
20161019;1720;64620.0000000;64620.0000000;64617.0000000;64617.0000000;32
20161019;1730;64600.0000000;64600.0000000;64478.0000000;64564.0000000;346
20161019;1735;64489.0000000;64499.0000000;64450.0000000;64450.0000000;19
20161019;1740;64486.0000000;64486.0000000;64425.0000000;64425.0000000;36
20161019;1745;64428.0000000;64428.0000000;64390.0000000;64390.0000000;181
20161019;1750;64415.0000000;64441.0000000;64400.0000000;64400.0000000;152
20161019;1755;64405.0000000;64405.0000000;64405.0000000;64405.0000000;13
20161019;1800;64408.0000000;64422.0000000;64408.0000000;64421.0000000;17
20161019;1805;64462.0000000;64466.0000000;64442.0000000;64451.0000000;31
20161019;1820;64483.0000000;64500.0000000;64483.0000000;64500.0000000;2
20161019;1825;64502.0000000;64502.0000000;64493.0000000;64493.0000000;6
20161019;1830;64483.0000000;64486.0000000;64470.0000000;64484.0000000;47
20161019;1835;64516.0000000;64516.0000000;64491.0000000;64491.0000000;47
20161019;1840;64490.0000000;64497.0000000;64490.0000000;64497.0000000;14
20161019;1905;64510.0000000;64510.0000000;64434.0000000;64434.0000000;437
20161019;1915;64444.0000000;64444.0000000;64412.0000000;64412.0000000;13
20161019;1920;64403.0000000;64403.0000000;64400.0000000;64400.0000000;3
20161019;1930;64431.0000000;64431.0000000;64431.0000000;64431.0000000;1
20161019;1935;64444.0000000;64444.0000000;64444.0000000;64444.0000000;35
20161019;1940;64444.0000000;64444.0000000;64438.0000000;64438.0000000;3
20161019;1945;64431.0000000;64431.0000000;64431.0000000;64431.0000000;1
20161019;2000;64385.0000000;64424.0000000;64381.0000000;64424.0000000;32
20161019;2005;64432.0000000;64446.0000000;64432.0000000;64436.0000000;34
20161019;2010;64434.0000000;64434.0000000;64434.0000000;64434.0000000;12
20161019;2020;64422.0000000;64422.0000000;64400.0000000;64400.0000000;3
20161019;2030;64412.0000000;64412.0000000;64412.0000000;64412.0000000;1
20161019;2035;64392.0000000;64392.0000000;64392.0000000;64392.0000000;1
20161019;2115;64391.0000000;64391.0000000;64391.0000000;64391.0000000;1
20161019;2120;64384.0000000;64384.0000000;64375.0000000;64382.0000000;3
20161019;2125;64440.0000000;64441.0000000;64421.0000000;64430.0000000;4
20161019;2130;64446.0000000;64446.0000000;64446.0000000;64446.0000000;1
20161019;2135;64455.0000000;64463.0000000;64455.0000000;64463.0000000;2
20161019;2145;64473.0000000;64473.0000000;64473.0000000;64473.0000000;2
20161019;2150;64468.0000000;64468.0000000;64468.0000000;64468.0000000;6
20161019;2200;64491.0000000;64500.0000000;64484.0000000;64484.0000000;6
20161019;2205;64454.0000000;64454.0000000;64454.0000000;64454.0000000;27
20161019;2210;64462.0000000;64462.0000000;64462.0000000;64462.0000000;30
20161019;2240;64521.0000000;64521.0000000;64521.0000000;64521.0000000;1
20161019;2245;64480.0000000;64480.0000000;64480.0000000;64480.0000000;1
20161019;2255;64488.0000000;64498.0000000;64488.0000000;64498.0000000;11
20161019;2320;64487.0000000;64487.0000000;64487.0000000;64487.0000000;1
20161019;2340;64506.0000000;64506.0000000;64506.0000000;64506.0000000;1
20161019;2345;64500.0000000;64500.0000000;64493.0000000;64493.0000000;12
20161020;1000;64599.0000000;64605.0000000;64585.0000000;64600.0000000;180
20161020;1005;64590.0000000;64590.0000000;64590.0000000;64590.0000000;20
20161020;1010;64586.0000000;64586.0000000;64577.0000000;64577.0000000;52
20161020;1015;64595.0000000;64598.0000000;64586.0000000;64590.0000000;79
20161020;1020;64600.0000000;64610.0000000;64600.0000000;64610.0000000;11
20161020;1025;64628.0000000;64628.0000000;64608.0000000;64615.0000000;21
20161020;1030;64603.0000000;64603.0000000;64586.0000000;64586.0000000;15
20161020;1035;64564.0000000;64584.0000000;64564.0000000;64584.0000000;2
20161020;1040;64589.0000000;64589.0000000;64589.0000000;64589.0000000;6
20161020;1045;64576.0000000;64576.0000000;64570.0000000;64570.0000000;15
20161020;1050;64554.0000000;64578.0000000;64554.0000000;64578.0000000;42
20161020;1055;64566.0000000;64574.0000000;64563.0000000;64574.0000000;42
20161020;1100;64586.0000000;64600.0000000;64580.0000000;64598.0000000;39
20161020;1105;64587.0000000;64587.0000000;64587.0000000;64587.0000000;5
20161020;1110;64587.0000000;64587.0000000;64584.0000000;64584.0000000;25
20161020;1115;64596.0000000;64597.0000000;64592.0000000;64594.0000000;47
20161020;1120;64582.0000000;64582.0000000;64560.0000000;64560.0000000;8
20161020;1130;64590.0000000;64592.0000000;64590.0000000;64592.0000000;3
20161020;1135;64594.0000000;64598.0000000;64590.0000000;64590.0000000;4
20161020;1140;64601.0000000;64606.0000000;64588.0000000;64588.0000000;66
20161020;1150;64582.0000000;64582.0000000;64571.0000000;64571.0000000;32
20161020;1215;64610.0000000;64610.0000000;64610.0000000;64610.0000000;21
20161020;1220;64620.0000000;64624.0000000;64603.0000000;64603.0000000;24
20161020;1230;64610.0000000;64610.0000000;64610.0000000;64610.0000000;1
20161020;1240;64650.0000000;64670.0000000;64650.0000000;64670.0000000;26
20161020;1245;64654.0000000;64670.0000000;64642.0000000;64650.0000000;222
20161020;1250;64648.0000000;64648.0000000;64620.0000000;64620.0000000;6
20161020;1305;64615.0000000;64615.0000000;64615.0000000;64615.0000000;15
20161020;1310;64615.0000000;64615.0000000;64611.0000000;64611.0000000;6
20161020;1315;64603.0000000;64615.0000000;64603.0000000;64615.0000000;6
20161020;1325;64626.0000000;64626.0000000;64626.0000000;64626.0000000;5
20161020;1350;64597.0000000;64597.0000000;64597.0000000;64597.0000000;1
20161020;1355;64610.0000000;64610.0000000;64594.0000000;64598.0000000;3
20161020;1405;64582.0000000;64582.0000000;64582.0000000;64582.0000000;3
20161020;1425;64568.0000000;64568.0000000;64486.0000000;64502.0000000;36
20161020;1440;64558.0000000;64558.0000000;64558.0000000;64558.0000000;6
20161020;1445;64590.0000000;64590.0000000;64590.0000000;64590.0000000;10
20161020;1510;64556.0000000;64556.0000000;64556.0000000;64556.0000000;40
20161020;1520;64579.0000000;64579.0000000;64579.0000000;64579.0000000;6
20161020;1525;64593.0000000;64593.0000000;64593.0000000;64593.0000000;15
20161020;1530;64580.0000000;64580.0000000;64580.0000000;64580.0000000;1
20161020;1540;64597.0000000;64597.0000000;64545.0000000;64545.0000000;45
20161020;1545;64534.0000000;64534.0000000;64534.0000000;64534.0000000;2
20161020;1555;64581.0000000;64593.0000000;64578.0000000;64593.0000000;31
20161020;1600;64599.0000000;64600.0000000;64599.0000000;64600.0000000;11
20161020;1605;64627.0000000;64627.0000000;64580.0000000;64580.0000000;24
20161020;1610;64585.0000000;64585.0000000;64573.0000000;64573.0000000;6
20161020;1615;64579.0000000;64579.0000000;64569.0000000;64577.0000000;5
20161020;1625;64580.0000000;64580.0000000;64563.0000000;64563.0000000;6
20161020;1630;64583.0000000;64583.0000000;64521.0000000;64521.0000000;36
20161020;1635;64532.0000000;64532.0000000;64441.0000000;64450.0000000;94
20161020;1640;64450.0000000;64450.0000000;64441.0000000;64441.0000000;11
20161020;1645;64429.0000000;64442.0000000;64421.0000000;64442.0000000;5
20161020;1650;64480.0000000;64487.0000000;64480.0000000;64481.0000000;14
20161020;1700;64495.0000000;64495.0000000;64455.0000000;64455.0000000;9
20161020;1705;64461.0000000;64473.0000000;64461.0000000;64473.0000000;10
20161020;1710;64495.0000000;64495.0000000;64462.0000000;64462.0000000;30
20161020;1715;64475.0000000;64496.0000000;64475.0000000;64496.0000000;4
20161020;1720;64487.0000000;64487.0000000;64484.0000000;64484.0000000;6
20161020;1725;64512.0000000;64513.0000000;64512.0000000;64513.0000000;6
20161020;1735;64593.0000000;64635.0000000;64570.0000000;64622.0000000;27
20161020;1740;64618.0000000;64631.0000000;64618.0000000;64628.0000000;17
20161020;1745;64596.0000000;64598.0000000;64595.0000000;64598.0000000;6
20161020;1750;64612.0000000;64612.0000000;64612.0000000;64612.0000000;3
20161020;1755;64638.0000000;64668.0000000;64637.0000000;64659.0000000;48
20161020;1805;64644.0000000;64656.0000000;64644.0000000;64653.0000000;50
20161020;1810;64665.0000000;64665.0000000;64665.0000000;64665.0000000;10
20161020;1815;64672.0000000;64672.0000000;64623.0000000;64627.0000000;11
20161020;1820;64643.0000000;64647.0000000;64604.0000000;64604.0000000;75
20161020;1825;64600.0000000;64600.0000000;64600.0000000;64600.0000000;4
20161020;1830;64607.0000000;64628.0000000;64607.0000000;64615.0000000;9
20161020;1835;64600.0000000;64613.0000000;64600.0000000;64613.0000000;2
20161020;1840;64616.0000000;64616.0000000;64611.0000000;64611.0000000;25
